"F.ID","LAKE.ID","SITE.ID","METHOD","FCLASS","START.SEASON","END.SEASON","START.DATE","DURATION","TEMPERATURE","pH","O2.CAT","LIGHT.CAT","REPS","REF.ID.x","COMMENT.x","FLAG","FLAG.COMMENT","TP.FLUX.mg_m2_d.source","TP.FLUX.mg_m2_d.value","LAKE.NAME","PROVINCE","LAT","LONG","ELEVATION","LAKE.AREA","LAKE.MAXDEPTH","WATERBODY.TYPE","TROPHIC.STATE","RES.TIME","LAKEPH.CAT","REF.ID.1","REF.ID.2","REF.ID.3","REF.ID.4","REF.ID.5","REF.ID.6","COMMENT.y","ROCK.DETAIL","ROCK","SITE.DEPTH","LOI","SITE.SED.P","SITE.SED.Fe","SITE.DESC","REF.ID.y","COMMENT"
"F0659","SIM","KEMP","OTHER MODEL","Lgross","SUMMER","","06/01/89 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","",NA,"2013_Nurnberg(b)","Release rate x hypoxic factor",0,"","TP.VALUE_mg_m2_d",0.706521739130435,"Lake Simcoe","ON",44.488593,-79.332912,219,722.4,41,"Natural Lake","Mesotrophic",NA,"Moderately Alkaline","2013_Loh","2013_Nurnberg(b)","2015_Gudimov","2013_Dittrich","","","additional: 2013_Loh data.xls (actually has data not present in paper); 2013_Dittrich","undivided sedimentary rocks","metamorphic rocks",25.7,NA,NA,NA,"Kempenfelt Bay","2013_Nurnberg(b)","From 2013_Nurnberg(b)_SI.pdf"
"F0660","SIM","KEMP","OTHER MODEL","Lgross","SUMMER","","06/01/90 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","",NA,"2013_Nurnberg(b)","Release rate x hypoxic factor",0,"","TP.VALUE_mg_m2_d",2.08695652173913,"Lake Simcoe","ON",44.488593,-79.332912,219,722.4,41,"Natural Lake","Mesotrophic",NA,"Moderately Alkaline","2013_Loh","2013_Nurnberg(b)","2015_Gudimov","2013_Dittrich","","","additional: 2013_Loh data.xls (actually has data not present in paper); 2013_Dittrich","undivided sedimentary rocks","metamorphic rocks",25.7,NA,NA,NA,"Kempenfelt Bay","2013_Nurnberg(b)","From 2013_Nurnberg(b)_SI.pdf"
"F0661","SIM","KEMP","OTHER MODEL","Lgross","SUMMER","","06/01/91 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","",NA,"2013_Nurnberg(b)","Release rate x hypoxic factor",0,"","TP.VALUE_mg_m2_d",0.673913043478261,"Lake Simcoe","ON",44.488593,-79.332912,219,722.4,41,"Natural Lake","Mesotrophic",NA,"Moderately Alkaline","2013_Loh","2013_Nurnberg(b)","2015_Gudimov","2013_Dittrich","","","additional: 2013_Loh data.xls (actually has data not present in paper); 2013_Dittrich","undivided sedimentary rocks","metamorphic rocks",25.7,NA,NA,NA,"Kempenfelt Bay","2013_Nurnberg(b)","From 2013_Nurnberg(b)_SI.pdf"
"F0662","SIM","KEMP","OTHER MODEL","Lgross","SUMMER","","06/01/92 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","",NA,"2013_Nurnberg(b)","Release rate x hypoxic factor",0,"","TP.VALUE_mg_m2_d",1.08695652173913,"Lake Simcoe","ON",44.488593,-79.332912,219,722.4,41,"Natural Lake","Mesotrophic",NA,"Moderately Alkaline","2013_Loh","2013_Nurnberg(b)","2015_Gudimov","2013_Dittrich","","","additional: 2013_Loh data.xls (actually has data not present in paper); 2013_Dittrich","undivided sedimentary rocks","metamorphic rocks",25.7,NA,NA,NA,"Kempenfelt Bay","2013_Nurnberg(b)","From 2013_Nurnberg(b)_SI.pdf"
"F0663","SIM","KEMP","OTHER MODEL","Lgross","SUMMER","","06/01/93 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","",NA,"2013_Nurnberg(b)","Release rate x hypoxic factor",0,"","TP.VALUE_mg_m2_d",1.56521739130435,"Lake Simcoe","ON",44.488593,-79.332912,219,722.4,41,"Natural Lake","Mesotrophic",NA,"Moderately Alkaline","2013_Loh","2013_Nurnberg(b)","2015_Gudimov","2013_Dittrich","","","additional: 2013_Loh data.xls (actually has data not present in paper); 2013_Dittrich","undivided sedimentary rocks","metamorphic rocks",25.7,NA,NA,NA,"Kempenfelt Bay","2013_Nurnberg(b)","From 2013_Nurnberg(b)_SI.pdf"
"F0664","SIM","KEMP","OTHER MODEL","Lgross","SUMMER","","06/01/94 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","",NA,"2013_Nurnberg(b)","Release rate x hypoxic factor",0,"","TP.VALUE_mg_m2_d",2.09782608695652,"Lake Simcoe","ON",44.488593,-79.332912,219,722.4,41,"Natural Lake","Mesotrophic",NA,"Moderately Alkaline","2013_Loh","2013_Nurnberg(b)","2015_Gudimov","2013_Dittrich","","","additional: 2013_Loh data.xls (actually has data not present in paper); 2013_Dittrich","undivided sedimentary rocks","metamorphic rocks",25.7,NA,NA,NA,"Kempenfelt Bay","2013_Nurnberg(b)","From 2013_Nurnberg(b)_SI.pdf"
"F0665","SIM","KEMP","OTHER MODEL","Lgross","SUMMER","","06/01/95 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","",NA,"2013_Nurnberg(b)","Release rate x hypoxic factor",0,"","TP.VALUE_mg_m2_d",1.71739130434783,"Lake Simcoe","ON",44.488593,-79.332912,219,722.4,41,"Natural Lake","Mesotrophic",NA,"Moderately Alkaline","2013_Loh","2013_Nurnberg(b)","2015_Gudimov","2013_Dittrich","","","additional: 2013_Loh data.xls (actually has data not present in paper); 2013_Dittrich","undivided sedimentary rocks","metamorphic rocks",25.7,NA,NA,NA,"Kempenfelt Bay","2013_Nurnberg(b)","From 2013_Nurnberg(b)_SI.pdf"
"F0666","SIM","KEMP","OTHER MODEL","Lgross","SUMMER","","06/01/96 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","",NA,"2013_Nurnberg(b)","Release rate x hypoxic factor",0,"","TP.VALUE_mg_m2_d",0.793478260869565,"Lake Simcoe","ON",44.488593,-79.332912,219,722.4,41,"Natural Lake","Mesotrophic",NA,"Moderately Alkaline","2013_Loh","2013_Nurnberg(b)","2015_Gudimov","2013_Dittrich","","","additional: 2013_Loh data.xls (actually has data not present in paper); 2013_Dittrich","undivided sedimentary rocks","metamorphic rocks",25.7,NA,NA,NA,"Kempenfelt Bay","2013_Nurnberg(b)","From 2013_Nurnberg(b)_SI.pdf"
"F0667","SIM","KEMP","OTHER MODEL","Lgross","SUMMER","","06/01/97 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","",NA,"2013_Nurnberg(b)","Release rate x hypoxic factor",0,"","TP.VALUE_mg_m2_d",0.293478260869565,"Lake Simcoe","ON",44.488593,-79.332912,219,722.4,41,"Natural Lake","Mesotrophic",NA,"Moderately Alkaline","2013_Loh","2013_Nurnberg(b)","2015_Gudimov","2013_Dittrich","","","additional: 2013_Loh data.xls (actually has data not present in paper); 2013_Dittrich","undivided sedimentary rocks","metamorphic rocks",25.7,NA,NA,NA,"Kempenfelt Bay","2013_Nurnberg(b)","From 2013_Nurnberg(b)_SI.pdf"
"F0668","SIM","KEMP","OTHER MODEL","Lgross","SUMMER","","06/01/98 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","",NA,"2013_Nurnberg(b)","Release rate x hypoxic factor",0,"","TP.VALUE_mg_m2_d",1.45652173913043,"Lake Simcoe","ON",44.488593,-79.332912,219,722.4,41,"Natural Lake","Mesotrophic",NA,"Moderately Alkaline","2013_Loh","2013_Nurnberg(b)","2015_Gudimov","2013_Dittrich","","","additional: 2013_Loh data.xls (actually has data not present in paper); 2013_Dittrich","undivided sedimentary rocks","metamorphic rocks",25.7,NA,NA,NA,"Kempenfelt Bay","2013_Nurnberg(b)","From 2013_Nurnberg(b)_SI.pdf"
"F0669","SIM","KEMP","OTHER MODEL","Lgross","SUMMER","","06/01/99 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","",NA,"2013_Nurnberg(b)","Release rate x hypoxic factor",0,"","TP.VALUE_mg_m2_d",0,"Lake Simcoe","ON",44.488593,-79.332912,219,722.4,41,"Natural Lake","Mesotrophic",NA,"Moderately Alkaline","2013_Loh","2013_Nurnberg(b)","2015_Gudimov","2013_Dittrich","","","additional: 2013_Loh data.xls (actually has data not present in paper); 2013_Dittrich","undivided sedimentary rocks","metamorphic rocks",25.7,NA,NA,NA,"Kempenfelt Bay","2013_Nurnberg(b)","From 2013_Nurnberg(b)_SI.pdf"
"F0670","SIM","KEMP","OTHER MODEL","Lgross","SUMMER","","06/01/00 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","",NA,"2013_Nurnberg(b)","Release rate x hypoxic factor",0,"","TP.VALUE_mg_m2_d",0.478260869565217,"Lake Simcoe","ON",44.488593,-79.332912,219,722.4,41,"Natural Lake","Mesotrophic",NA,"Moderately Alkaline","2013_Loh","2013_Nurnberg(b)","2015_Gudimov","2013_Dittrich","","","additional: 2013_Loh data.xls (actually has data not present in paper); 2013_Dittrich","undivided sedimentary rocks","metamorphic rocks",25.7,NA,NA,NA,"Kempenfelt Bay","2013_Nurnberg(b)","From 2013_Nurnberg(b)_SI.pdf"
"F0671","SIM","KEMP","OTHER MODEL","Lgross","SUMMER","","06/01/01 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","",NA,"2013_Nurnberg(b)","Release rate x hypoxic factor",0,"","TP.VALUE_mg_m2_d",1.93478260869565,"Lake Simcoe","ON",44.488593,-79.332912,219,722.4,41,"Natural Lake","Mesotrophic",NA,"Moderately Alkaline","2013_Loh","2013_Nurnberg(b)","2015_Gudimov","2013_Dittrich","","","additional: 2013_Loh data.xls (actually has data not present in paper); 2013_Dittrich","undivided sedimentary rocks","metamorphic rocks",25.7,NA,NA,NA,"Kempenfelt Bay","2013_Nurnberg(b)","From 2013_Nurnberg(b)_SI.pdf"
"F0672","SIM","KEMP","OTHER MODEL","Lgross","SUMMER","","06/01/02 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","",NA,"2013_Nurnberg(b)","Release rate x hypoxic factor",0,"","TP.VALUE_mg_m2_d",0.510869565217391,"Lake Simcoe","ON",44.488593,-79.332912,219,722.4,41,"Natural Lake","Mesotrophic",NA,"Moderately Alkaline","2013_Loh","2013_Nurnberg(b)","2015_Gudimov","2013_Dittrich","","","additional: 2013_Loh data.xls (actually has data not present in paper); 2013_Dittrich","undivided sedimentary rocks","metamorphic rocks",25.7,NA,NA,NA,"Kempenfelt Bay","2013_Nurnberg(b)","From 2013_Nurnberg(b)_SI.pdf"
"F0673","SIM","KEMP","OTHER MODEL","Lgross","SUMMER","","06/01/03 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","",NA,"2013_Nurnberg(b)","Release rate x hypoxic factor",0,"","TP.VALUE_mg_m2_d",0.152173913043478,"Lake Simcoe","ON",44.488593,-79.332912,219,722.4,41,"Natural Lake","Mesotrophic",NA,"Moderately Alkaline","2013_Loh","2013_Nurnberg(b)","2015_Gudimov","2013_Dittrich","","","additional: 2013_Loh data.xls (actually has data not present in paper); 2013_Dittrich","undivided sedimentary rocks","metamorphic rocks",25.7,NA,NA,NA,"Kempenfelt Bay","2013_Nurnberg(b)","From 2013_Nurnberg(b)_SI.pdf"
"F0674","SIM","KEMP","OTHER MODEL","Lgross","SUMMER","","06/01/04 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","",NA,"2013_Nurnberg(b)","Release rate x hypoxic factor",0,"","TP.VALUE_mg_m2_d",0.445652173913043,"Lake Simcoe","ON",44.488593,-79.332912,219,722.4,41,"Natural Lake","Mesotrophic",NA,"Moderately Alkaline","2013_Loh","2013_Nurnberg(b)","2015_Gudimov","2013_Dittrich","","","additional: 2013_Loh data.xls (actually has data not present in paper); 2013_Dittrich","undivided sedimentary rocks","metamorphic rocks",25.7,NA,NA,NA,"Kempenfelt Bay","2013_Nurnberg(b)","From 2013_Nurnberg(b)_SI.pdf"
"F0675","SIM","KEMP","OTHER MODEL","Lgross","SUMMER","","06/01/05 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","",NA,"2013_Nurnberg(b)","Release rate x hypoxic factor",0,"","TP.VALUE_mg_m2_d",0.239130434782609,"Lake Simcoe","ON",44.488593,-79.332912,219,722.4,41,"Natural Lake","Mesotrophic",NA,"Moderately Alkaline","2013_Loh","2013_Nurnberg(b)","2015_Gudimov","2013_Dittrich","","","additional: 2013_Loh data.xls (actually has data not present in paper); 2013_Dittrich","undivided sedimentary rocks","metamorphic rocks",25.7,NA,NA,NA,"Kempenfelt Bay","2013_Nurnberg(b)","From 2013_Nurnberg(b)_SI.pdf"
"F0676","SIM","KEMP","OTHER MODEL","Lgross","SUMMER","","06/01/06 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","",NA,"2013_Nurnberg(b)","Release rate x hypoxic factor",0,"","TP.VALUE_mg_m2_d",0.847826086956522,"Lake Simcoe","ON",44.488593,-79.332912,219,722.4,41,"Natural Lake","Mesotrophic",NA,"Moderately Alkaline","2013_Loh","2013_Nurnberg(b)","2015_Gudimov","2013_Dittrich","","","additional: 2013_Loh data.xls (actually has data not present in paper); 2013_Dittrich","undivided sedimentary rocks","metamorphic rocks",25.7,NA,NA,NA,"Kempenfelt Bay","2013_Nurnberg(b)","From 2013_Nurnberg(b)_SI.pdf"
"F0677","SIM","KEMP","OTHER MODEL","Lgross","SUMMER","","06/01/07 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","",NA,"2013_Nurnberg(b)","Release rate x hypoxic factor",0,"","TP.VALUE_mg_m2_d",0,"Lake Simcoe","ON",44.488593,-79.332912,219,722.4,41,"Natural Lake","Mesotrophic",NA,"Moderately Alkaline","2013_Loh","2013_Nurnberg(b)","2015_Gudimov","2013_Dittrich","","","additional: 2013_Loh data.xls (actually has data not present in paper); 2013_Dittrich","undivided sedimentary rocks","metamorphic rocks",25.7,NA,NA,NA,"Kempenfelt Bay","2013_Nurnberg(b)","From 2013_Nurnberg(b)_SI.pdf"
"F0678","SIM","KEMP","OTHER MODEL","Lgross","SUMMER","","06/01/08 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","",NA,"2013_Nurnberg(b)","Release rate x hypoxic factor",0,"","TP.VALUE_mg_m2_d",1.48913043478261,"Lake Simcoe","ON",44.488593,-79.332912,219,722.4,41,"Natural Lake","Mesotrophic",NA,"Moderately Alkaline","2013_Loh","2013_Nurnberg(b)","2015_Gudimov","2013_Dittrich","","","additional: 2013_Loh data.xls (actually has data not present in paper); 2013_Dittrich","undivided sedimentary rocks","metamorphic rocks",25.7,NA,NA,NA,"Kempenfelt Bay","2013_Nurnberg(b)","From 2013_Nurnberg(b)_SI.pdf"
"F0679","SIM","KEMP","OTHER MODEL","Lgross","SUMMER","","06/01/09 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","",NA,"2013_Nurnberg(b)","Release rate x hypoxic factor",0,"","TP.VALUE_mg_m2_d",1.32608695652174,"Lake Simcoe","ON",44.488593,-79.332912,219,722.4,41,"Natural Lake","Mesotrophic",NA,"Moderately Alkaline","2013_Loh","2013_Nurnberg(b)","2015_Gudimov","2013_Dittrich","","","additional: 2013_Loh data.xls (actually has data not present in paper); 2013_Dittrich","undivided sedimentary rocks","metamorphic rocks",25.7,NA,NA,NA,"Kempenfelt Bay","2013_Nurnberg(b)","From 2013_Nurnberg(b)_SI.pdf"
"F0680","SIM","KEMP","OTHER MODEL","Lgross","SUMMER","","06/01/10 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","",NA,"2013_Nurnberg(b)","Release rate x hypoxic factor",0,"","TP.VALUE_mg_m2_d",0.847826086956522,"Lake Simcoe","ON",44.488593,-79.332912,219,722.4,41,"Natural Lake","Mesotrophic",NA,"Moderately Alkaline","2013_Loh","2013_Nurnberg(b)","2015_Gudimov","2013_Dittrich","","","additional: 2013_Loh data.xls (actually has data not present in paper); 2013_Dittrich","undivided sedimentary rocks","metamorphic rocks",25.7,NA,NA,NA,"Kempenfelt Bay","2013_Nurnberg(b)","From 2013_Nurnberg(b)_SI.pdf"
"F0681","SIM","KEMP","OTHER MODEL","Lgross","SUMMER","","06/01/11 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","",NA,"2013_Nurnberg(b)","Release rate x hypoxic factor",0,"","TP.VALUE_mg_m2_d",0.434782608695652,"Lake Simcoe","ON",44.488593,-79.332912,219,722.4,41,"Natural Lake","Mesotrophic",NA,"Moderately Alkaline","2013_Loh","2013_Nurnberg(b)","2015_Gudimov","2013_Dittrich","","","additional: 2013_Loh data.xls (actually has data not present in paper); 2013_Dittrich","undivided sedimentary rocks","metamorphic rocks",25.7,NA,NA,NA,"Kempenfelt Bay","2013_Nurnberg(b)","From 2013_Nurnberg(b)_SI.pdf"
"F0682","SIM","KEMP","OTHER MODEL","Lgross","SUMMER","","06/01/80 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","",NA,"2013_Nurnberg(b)","Release rate x active area",0,"","TP.VALUE_mg_m2_d",1.21739130434783,"Lake Simcoe","ON",44.488593,-79.332912,219,722.4,41,"Natural Lake","Mesotrophic",NA,"Moderately Alkaline","2013_Loh","2013_Nurnberg(b)","2015_Gudimov","2013_Dittrich","","","additional: 2013_Loh data.xls (actually has data not present in paper); 2013_Dittrich","undivided sedimentary rocks","metamorphic rocks",25.7,NA,NA,NA,"Kempenfelt Bay","2013_Nurnberg(b)","From 2013_Nurnberg(b)_SI.pdf"
"F0683","SIM","KEMP","OTHER MODEL","Lgross","SUMMER","","06/01/81 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","",NA,"2013_Nurnberg(b)","Release rate x active area",0,"","TP.VALUE_mg_m2_d",1.55434782608696,"Lake Simcoe","ON",44.488593,-79.332912,219,722.4,41,"Natural Lake","Mesotrophic",NA,"Moderately Alkaline","2013_Loh","2013_Nurnberg(b)","2015_Gudimov","2013_Dittrich","","","additional: 2013_Loh data.xls (actually has data not present in paper); 2013_Dittrich","undivided sedimentary rocks","metamorphic rocks",25.7,NA,NA,NA,"Kempenfelt Bay","2013_Nurnberg(b)","From 2013_Nurnberg(b)_SI.pdf"
"F0684","SIM","KEMP","OTHER MODEL","Lgross","SUMMER","","06/01/82 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","",NA,"2013_Nurnberg(b)","Release rate x active area",0,"","TP.VALUE_mg_m2_d",0.978260869565217,"Lake Simcoe","ON",44.488593,-79.332912,219,722.4,41,"Natural Lake","Mesotrophic",NA,"Moderately Alkaline","2013_Loh","2013_Nurnberg(b)","2015_Gudimov","2013_Dittrich","","","additional: 2013_Loh data.xls (actually has data not present in paper); 2013_Dittrich","undivided sedimentary rocks","metamorphic rocks",25.7,NA,NA,NA,"Kempenfelt Bay","2013_Nurnberg(b)","From 2013_Nurnberg(b)_SI.pdf"
"F0685","SIM","KEMP","OTHER MODEL","Lgross","SUMMER","","06/01/83 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","",NA,"2013_Nurnberg(b)","Release rate x active area",0,"","TP.VALUE_mg_m2_d",0.91304347826087,"Lake Simcoe","ON",44.488593,-79.332912,219,722.4,41,"Natural Lake","Mesotrophic",NA,"Moderately Alkaline","2013_Loh","2013_Nurnberg(b)","2015_Gudimov","2013_Dittrich","","","additional: 2013_Loh data.xls (actually has data not present in paper); 2013_Dittrich","undivided sedimentary rocks","metamorphic rocks",25.7,NA,NA,NA,"Kempenfelt Bay","2013_Nurnberg(b)","From 2013_Nurnberg(b)_SI.pdf"
"F0686","SIM","KEMP","OTHER MODEL","Lgross","SUMMER","","06/01/84 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","",NA,"2013_Nurnberg(b)","Release rate x active area",0,"","TP.VALUE_mg_m2_d",0.91304347826087,"Lake Simcoe","ON",44.488593,-79.332912,219,722.4,41,"Natural Lake","Mesotrophic",NA,"Moderately Alkaline","2013_Loh","2013_Nurnberg(b)","2015_Gudimov","2013_Dittrich","","","additional: 2013_Loh data.xls (actually has data not present in paper); 2013_Dittrich","undivided sedimentary rocks","metamorphic rocks",25.7,NA,NA,NA,"Kempenfelt Bay","2013_Nurnberg(b)","From 2013_Nurnberg(b)_SI.pdf"
"F0687","SIM","KEMP","OTHER MODEL","Lgross","SUMMER","","06/01/85 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","",NA,"2013_Nurnberg(b)","Release rate x active area",0,"","TP.VALUE_mg_m2_d",1.22826086956522,"Lake Simcoe","ON",44.488593,-79.332912,219,722.4,41,"Natural Lake","Mesotrophic",NA,"Moderately Alkaline","2013_Loh","2013_Nurnberg(b)","2015_Gudimov","2013_Dittrich","","","additional: 2013_Loh data.xls (actually has data not present in paper); 2013_Dittrich","undivided sedimentary rocks","metamorphic rocks",25.7,NA,NA,NA,"Kempenfelt Bay","2013_Nurnberg(b)","From 2013_Nurnberg(b)_SI.pdf"
"F0688","SIM","KEMP","OTHER MODEL","Lgross","SUMMER","","06/01/86 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","",NA,"2013_Nurnberg(b)","Release rate x active area",0,"","TP.VALUE_mg_m2_d",1.02173913043478,"Lake Simcoe","ON",44.488593,-79.332912,219,722.4,41,"Natural Lake","Mesotrophic",NA,"Moderately Alkaline","2013_Loh","2013_Nurnberg(b)","2015_Gudimov","2013_Dittrich","","","additional: 2013_Loh data.xls (actually has data not present in paper); 2013_Dittrich","undivided sedimentary rocks","metamorphic rocks",25.7,NA,NA,NA,"Kempenfelt Bay","2013_Nurnberg(b)","From 2013_Nurnberg(b)_SI.pdf"
"F0689","SIM","KEMP","OTHER MODEL","Lgross","SUMMER","","06/01/87 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","",NA,"2013_Nurnberg(b)","Release rate x active area",0,"","TP.VALUE_mg_m2_d",0.771739130434783,"Lake Simcoe","ON",44.488593,-79.332912,219,722.4,41,"Natural Lake","Mesotrophic",NA,"Moderately Alkaline","2013_Loh","2013_Nurnberg(b)","2015_Gudimov","2013_Dittrich","","","additional: 2013_Loh data.xls (actually has data not present in paper); 2013_Dittrich","undivided sedimentary rocks","metamorphic rocks",25.7,NA,NA,NA,"Kempenfelt Bay","2013_Nurnberg(b)","From 2013_Nurnberg(b)_SI.pdf"
"F0690","SIM","KEMP","OTHER MODEL","Lgross","SUMMER","","06/01/88 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","",NA,"2013_Nurnberg(b)","Release rate x active area",0,"","TP.VALUE_mg_m2_d",0.989130434782609,"Lake Simcoe","ON",44.488593,-79.332912,219,722.4,41,"Natural Lake","Mesotrophic",NA,"Moderately Alkaline","2013_Loh","2013_Nurnberg(b)","2015_Gudimov","2013_Dittrich","","","additional: 2013_Loh data.xls (actually has data not present in paper); 2013_Dittrich","undivided sedimentary rocks","metamorphic rocks",25.7,NA,NA,NA,"Kempenfelt Bay","2013_Nurnberg(b)","From 2013_Nurnberg(b)_SI.pdf"
"F0691","SIM","KEMP","OTHER MODEL","Lgross","SUMMER","","06/01/89 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","",NA,"2013_Nurnberg(b)","Release rate x active area",0,"","TP.VALUE_mg_m2_d",0.760869565217391,"Lake Simcoe","ON",44.488593,-79.332912,219,722.4,41,"Natural Lake","Mesotrophic",NA,"Moderately Alkaline","2013_Loh","2013_Nurnberg(b)","2015_Gudimov","2013_Dittrich","","","additional: 2013_Loh data.xls (actually has data not present in paper); 2013_Dittrich","undivided sedimentary rocks","metamorphic rocks",25.7,NA,NA,NA,"Kempenfelt Bay","2013_Nurnberg(b)","From 2013_Nurnberg(b)_SI.pdf"
"F0692","SIM","KEMP","OTHER MODEL","Lgross","SUMMER","","06/01/90 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","",NA,"2013_Nurnberg(b)","Release rate x active area",0,"","TP.VALUE_mg_m2_d",0.880434782608696,"Lake Simcoe","ON",44.488593,-79.332912,219,722.4,41,"Natural Lake","Mesotrophic",NA,"Moderately Alkaline","2013_Loh","2013_Nurnberg(b)","2015_Gudimov","2013_Dittrich","","","additional: 2013_Loh data.xls (actually has data not present in paper); 2013_Dittrich","undivided sedimentary rocks","metamorphic rocks",25.7,NA,NA,NA,"Kempenfelt Bay","2013_Nurnberg(b)","From 2013_Nurnberg(b)_SI.pdf"
"F0693","SIM","KEMP","OTHER MODEL","Lgross","SUMMER","","06/01/91 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","",NA,"2013_Nurnberg(b)","Release rate x active area",0,"","TP.VALUE_mg_m2_d",0.728260869565217,"Lake Simcoe","ON",44.488593,-79.332912,219,722.4,41,"Natural Lake","Mesotrophic",NA,"Moderately Alkaline","2013_Loh","2013_Nurnberg(b)","2015_Gudimov","2013_Dittrich","","","additional: 2013_Loh data.xls (actually has data not present in paper); 2013_Dittrich","undivided sedimentary rocks","metamorphic rocks",25.7,NA,NA,NA,"Kempenfelt Bay","2013_Nurnberg(b)","From 2013_Nurnberg(b)_SI.pdf"
"F0694","SIM","KEMP","OTHER MODEL","Lgross","SUMMER","","06/01/92 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","",NA,"2013_Nurnberg(b)","Release rate x active area",0,"","TP.VALUE_mg_m2_d",0.91304347826087,"Lake Simcoe","ON",44.488593,-79.332912,219,722.4,41,"Natural Lake","Mesotrophic",NA,"Moderately Alkaline","2013_Loh","2013_Nurnberg(b)","2015_Gudimov","2013_Dittrich","","","additional: 2013_Loh data.xls (actually has data not present in paper); 2013_Dittrich","undivided sedimentary rocks","metamorphic rocks",25.7,NA,NA,NA,"Kempenfelt Bay","2013_Nurnberg(b)","From 2013_Nurnberg(b)_SI.pdf"
"F0695","SIM","KEMP","OTHER MODEL","Lgross","SUMMER","","06/01/93 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","",NA,"2013_Nurnberg(b)","Release rate x active area",0,"","TP.VALUE_mg_m2_d",1.21739130434783,"Lake Simcoe","ON",44.488593,-79.332912,219,722.4,41,"Natural Lake","Mesotrophic",NA,"Moderately Alkaline","2013_Loh","2013_Nurnberg(b)","2015_Gudimov","2013_Dittrich","","","additional: 2013_Loh data.xls (actually has data not present in paper); 2013_Dittrich","undivided sedimentary rocks","metamorphic rocks",25.7,NA,NA,NA,"Kempenfelt Bay","2013_Nurnberg(b)","From 2013_Nurnberg(b)_SI.pdf"
"F0696","SIM","KEMP","OTHER MODEL","Lgross","SUMMER","","06/01/94 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","",NA,"2013_Nurnberg(b)","Release rate x active area",0,"","TP.VALUE_mg_m2_d",1.15217391304348,"Lake Simcoe","ON",44.488593,-79.332912,219,722.4,41,"Natural Lake","Mesotrophic",NA,"Moderately Alkaline","2013_Loh","2013_Nurnberg(b)","2015_Gudimov","2013_Dittrich","","","additional: 2013_Loh data.xls (actually has data not present in paper); 2013_Dittrich","undivided sedimentary rocks","metamorphic rocks",25.7,NA,NA,NA,"Kempenfelt Bay","2013_Nurnberg(b)","From 2013_Nurnberg(b)_SI.pdf"
"F0697","SIM","KEMP","OTHER MODEL","Lgross","SUMMER","","06/01/95 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","",NA,"2013_Nurnberg(b)","Release rate x active area",0,"","TP.VALUE_mg_m2_d",1.06521739130435,"Lake Simcoe","ON",44.488593,-79.332912,219,722.4,41,"Natural Lake","Mesotrophic",NA,"Moderately Alkaline","2013_Loh","2013_Nurnberg(b)","2015_Gudimov","2013_Dittrich","","","additional: 2013_Loh data.xls (actually has data not present in paper); 2013_Dittrich","undivided sedimentary rocks","metamorphic rocks",25.7,NA,NA,NA,"Kempenfelt Bay","2013_Nurnberg(b)","From 2013_Nurnberg(b)_SI.pdf"
